"TL","Territory Level and Typology","REG_ID","Region","VAR","Variable","VINTAGE","Vintage","DWELLINGS","Dwellings","MEASURE","Measure","FREQ","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-5.209,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-3.223,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.288,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,0.964,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,4.416,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,6.66,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,7.553,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,13.467,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,12.97,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,12.764,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,16.309,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,11.711,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,5.626,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0.284,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,-4.244,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,-5.743,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-7.071,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-3.686,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.252,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,1.161,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,4.842,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,6.771,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,7.612,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,16.252,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,16.117,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,15.717,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,10.874,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,6.057,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.969,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-0.852,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.25,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,1.065,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-0.96,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-2.292,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.519,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,0.479,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,3.391,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,6.647,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,7.522,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,9.247,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,8.341,,
"4","Cities","CAN03M","Vancouver (agglomeration) - British Columbia","RHPI","House Price Index","VINTAGE_NEW","New","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,8.249,,
"4","Cities","CAN04M2","Ottawa-Gatineau, Ontario part, Ontario/Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,5.02,,
"4","Cities","CAN04M2","Ottawa-Gatineau, Ontario part, Ontario/Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,6.579,,
"4","Cities","CAN04M2","Ottawa-Gatineau, Ontario part, Ontario/Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,6.225,,
"4","Cities","CAN04M2","Ottawa-Gatineau, Ontario part, Ontario/Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,6.055,,
"4","Cities","CAN04M2","Ottawa-Gatineau, Ontario part, Ontario/Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,5.366,,
"4","Cities","CAN04M2","Ottawa-Gatineau, Ontario part, Ontario/Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,6.553,,
"4","Cities","CAN04M2","Ottawa-Gatineau, Ontario part, Ontario/Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,7.628,,
"4","Cities","CAN04M2","Ottawa-Gatineau, Ontario part, Ontario/Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,9.024,,
"4","Cities","CAN04M2","Ottawa-Gatineau, Ontario part, Ontario/Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,13.241,,
"4","Cities","CAN04M2","Ottawa-Gatineau, Ontario part, Ontario/Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,13.458,,
"4","Cities","CAN04M2","Ottawa-Gatineau, Ontario part, Ontario/Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,14.866,,
"4","Cities","CAN04M2","Ottawa-Gatineau, Ontario part, Ontario/Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,17.568,,
"4","Cities","CAN04M2","Ottawa-Gatineau, Ontario part, Ontario/Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,16.68,,
"4","Cities","CAN04M2","Ottawa-Gatineau, Ontario part, Ontario/Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,24.509,,
"4","Cities","CAN04M2","Ottawa-Gatineau, Ontario part, Ontario/Quebec","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,23.025,,
